Title,Price,Area,Location,Listing ID,Last Updated,Property Type,Width,Length,Bedrooms,Bathrooms,Floors,Position,Direction,Alley Width,Road Type,Description,Latitude,Longitude,VIP Account,Avatar,Agent Role,Agent Name,Agent Listing Count,Province,Property Type Slug,Scraped At,Last Updated Date
"Đất dương quảng hàm, 70m2, (4x18)m đường xe hơi 6m thông, sổ hồng vuông đẹp, không lỗi, 1 đời chủ",879000.0,70.0,"Đường Dương Quảng Hàm,Phường 6,Quận Gò Vấp,TP. Hồ Chí Minh",1367509.0,2 tháng trước,Đất,4.0,,,,,Trong hẻm,,,,"Đất hẻm xe hơi đường Dương Quảng Hàm, vuông vắn, rất đẹp, hẻm xe hơi 6m, cho xây dựng 6 tầng.- Diện tích gần 70m², ngang 4m chuẩn đẹp- Đường thông thoáng, vị trí đẹp, tiếp giáp với Quận Bình Thạnh, Phú Nhuận, Sân bay Tân Sơn Nhất- Sổ vuông đẹp, chưa qua đầu tưXem thêm",,,False,0,Môi giới,Long Nguyen,12.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:29:28,01/08/2025 20:29
Chính chủ cần bán 403m2 mặt tiền lương văn nho đối diện cổng dự án phước lộc,18740.0,403.0,"Đường Lương Văn Nho,Xã Long Hòa,Huyện Cần Giờ,TP. Hồ Chí Minh",1398182.0,1 tuần trước,Đất,6.4,63.0,,,,,,,,"Mặt tiền Lương Văn Nho, đối diện Dự Án Phước Lộc.DT: (6,4 x 63) - 403,1 m².Có sẵn 300m² thổ.Giá: 46,5 tr/m².Vị trí map: https://maps.app.goo.gl/76yAu8PKT3iTQpd86?g_st=com.google.maps.preview.copyXem thêm",,,False,0,Môi giới,Nguyễn Thành,5.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:49:20,23/09/2025 19:49
"Bán đất 196,8.m² ngang 5m giá 1.35 tỷ Xã Hồ Tràm",1350.0,196.0,"Xã Hồ Tràm,TP. Hồ Chí Minh(Mới)",1404052.0,1 ngày trước,Đất,5.0,,,,,,,,,,10.567865025803,107.38314718008,False,0,Môi giới,Trương Lê Tố Trinh,169.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:02:52,29/09/2025 19:02
"Bán  đất thổ cư   Mt Tỉnh lộ 6, Xã Phú Mỹ Hưng sát tỉnh lộ 15",24000.0,5447.8,"Đường Tỉnh Lộ 6,Xã An Nhơn Tây,TP. Hồ Chí Minh(Mới)",54368.0,1 ngày trước,Đất,83.0,100.0,,,,Đường chính,,15.0,Đường nhựa,Đất mặt tiền tỉnh lộ 6 vị trí đẹp cách tỉnh lộ 15 chỉ 200m có sẳn thổ cư 400m,11.138180871538,106.47085848669,False,1,Môi giới,Phạm Văn Dưỡng,784.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:18:32,29/09/2025 19:18
Bán đất 102.9m² ngang 5m giá 2.4 tỷ Xã Bình Mỹ,2400.0,102.9,"Xã Bình Mỹ,TP. Hồ Chí Minh(Mới)",1533586.0,1 ngày trước,Đất,5.0,,,,,Đường chính,,,,"Vị trí vàng: Mặt tiền đường 177, xã Bình Mỹ, Củ Chi. Cách Vành đai 3 (chuẩn bị thông xe) chỉ 600m di chuyển nhanh chóng về Bình Dương, TP. Thủ Đức và trung tâm Sài Gòn.Thông tin lô đất:+ Diện tích: 102,4 m² ngang 8m thoáng rộng, vuông vức.+ Đất full thổ cư, sẵn sàng xây dựng.+ Hạ tầng hiện hữu: Điện âm, nước máy đầy đủ.+ Khu dân cư đông đúc, đã có nhiều nhà xây dựng, an ninh tốt.+ Sổ hồng riêng, công chứng sang tên nhanh chóng.Tiềm năng: Nằm trong khu vực hưởng lợi trực tiếp từ hạ tầng giao thông Vành đai 3, giá trị đất chắc chắn tăng mạnh trong tương lai.Giá bán: 2,4 tỷ đồng chính chủ, còn thương lượng cho khách thiện chí.",10.959679938332,106.63911280919,False,1,Môi giới,Guland Củ chi,202.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 18:59:58,29/09/2025 18:59
"Chính chủ cần bán khu nhà xưởng + văn phòng 6.800m2 ngay mặt tiền ql1a, q. 12",280000.0,6800.0,"Đường Quốc Lộ 1A,Phường Thạnh Xuân,Quận 12,TP. Hồ Chí Minh",1395717.0,1 tháng trước,"Kho, nhà xưởng",,,,,,Đường chính,,,,"Chính chủ cần bán khu nhà xưởng + văn phòng 6.800m ngay mặt tiền QL1A Q. 12.Mặt tiền Quốc lộ 1A Phường Thạnh Xuân, Quận 12, TP. HCM.Tổng diện tích: 6.800m² Pháp lý đầy đủ, sổ hồng riêng chính chủ.Hạ tầng hoàn chỉnh vào vận hành ngay.Giao thông thuận tiện kết nối QL22, Tô Ký, Nguyễn Ảnh Thủ, di chuyển nhanh về trung tâm & các tỉnh.Công năng sử dụng đầy đủ gồm:1. Khu xưởng sản xuất:Kết cấu thép tiền chế chắc chắn mái cao, thông thoáng.Phù hợp sản xuất kho bãi logistics cơ khí bao bì thực phẩm,2. Khối văn phòng 3 tầng:Kết cấu BTCT đúc thật thiết kế hiện đại.Gồm phòng họp, phòng điều hành, khu làm việc, tiếp khách chuyên nghiệp.3. Khu căn tin:Rộng rãi sạch sẽ phục vụ sinh hoạt nhân viên ổn định.4. Sân bãi:Rộng rãi xe tải, container quay đầu dễ dàng.Thuận tiện xuất nhập hàng hóa và đậu đỗ dài ngày.Tiện ích & hạ tầng:Điện 3 pha mạnh.Hệ thống cấp thoát nước đồng bộ.Đường nội bộ rộng, thông thoáng.Cổng rào an ninh, dễ kiểm soát phương tiện & nhân sự.Pháp lý: Sổ hồng riêng, chính chủ giao dịch nhanh chóng.Liên hệ ngay  để xem thực tế và nhận thông tin chi tiết.Xem thêm",,,False,0,Môi giới,Hoai Nhu Nguyen,1.0,tp-ho-chi-minh,kho-nha-xuong,2025-09-30 21:33:14,31/08/2025 21:33
Đất trống hxh trần hữu trang trung tâm phú nhuận,10000.0,83.0,"Đường Trần Hữu Trang,Phường 10,Quận Phú Nhuận,TP. Hồ Chí Minh",1502494.0,2 tuần trước,Đất,6.0,20.7,,,,Trong hẻm,,,,"83m (4 x 20.7m)  Vuông vức, sổ hồng riêngChỉ 10 tỷ  Cơ hội vàng sở hữu đất hiếm Phú NhuậnVị trí đắc địa, sát mặt tiền, vài bước ra chợ Trần Hữu TrangHẻm xe hơi tới tận nhà, hẻm thông tứ hướng, giao thông cực thuận tiệnĐất trống tiện xây mới: Nhà phố, CHDV, văn phòng đều hợpPháp lý sạch, công chứng ngay  mua bán nhanh gọnLô đất hiếm ngay trung tâm, tiềm năng tăng giá cực mạnh!Liên hệ:Xem thêm",,,False,0,Môi giới,Tran Quoc Toan,37.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:55:56,16/09/2025 19:55
"Sót lại 1 lô duy nhất khu phân lô đường số 8 hxh thông tứ phía 52.2m2 giá chỉ 4,1 tỷ",41000.0,52.0,"đường Số 808,Phường Linh Đông,Quận Thủ Đức,TP. Hồ Chí Minh",1317483.0,2 tháng trước,Đất,4.8,,,,,,,,,"Khu phân lô xây dựng đồng bộ sạch đẹp - ĐS8 - P. Linh Đông - HXH thông tứ phía - sót 1 lô - 52.2m² - giá: 4,1Xem thêm",,,False,0,Môi giới,Lương Văn Thịnh,7.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:34:50,01/08/2025 20:34
"Đất mặt tiền tân thới nhất 13,dt 4,6x20 giá 7 tỷ",7000.0,90.0,"Đường Tân Thới Nhất 13,Phường Tân Thới Nhất,Quận 12,TP. Hồ Chí Minh",1464346.0,1 tuần trước,Đất,4.5,,,,,,Bắc,,,"Chính chủ gửi bán lô đất vị trí Tân Thới nhất, TPHCM  DT: 4.6 m  20m SHR  Khu buôn bán sầm uất, buôn bán mọi ngành nghềGiá bán: 7 Tỷ  Hướng bắcXem thêm",,,False,1,Môi giới,Hào,4.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:43:31,23/09/2025 19:43
"Chủ định cư nước ngoài bán căn gold view 2pn 2wc 81m2 tầng cao view sông chỉ 6,29tỷ 0906 006 ***",6290.0,81.0,"Đường Bến Vân Đồn,Phường 12,Quận 4,TP. Hồ Chí Minh",1309029.0,1 ngày trước,Căn hộ chung cư,,,2.0,2.0,,,,,,"Chính chủ định cư nước ngoài thiện chí muốn bán nhanh trong tháng:- Loại hình: Căn hộ.- Diện tích: 81m².- Loại: 2 phòng ngủ, 2 WC.- Nội thất đầy đủ cực đẹp.- Tầng cao, view thoáng mát.- Liên hệ nhận ảnh thực tế.- Chỉ 6,29 tỷ (chưa bao 5% đợi sổ).- Cam kết rẻ nhất tòa nhà The Gold View.LH coi nhà 24/24 (Zalo/Viber/Whatsapp): .Tòa nhà The Gold View tọa lạc tại số 346 Bến Vân Đồn, Phường 01, Quận 4. Với các tiện ích đẳng cấp nội và ngoại khu sau:- Chủ đầu tư TNR.- 3 phút đi bộ vào Quận 1.- 2 tầng hầm + 2 tầng nổi đậu xe cực lớn.- Gym, hồ bơi ngoài trời, khu vui chơi trẻ em lầu 5 miễn phí.- Công viên tầng thượng đẹp nhất SG ngắm toàn cảnh quận 1, sông SG.- Nhà hàng, cafe Highland, Starbucks, Phúc Long.- Siêu thị Vinmart, K Mart, 25 GS, Trung Tâm Thương Mại.- MB Bank, Vietin Bank.Những lưu ý khi mua căn hộ tại tòa nhà The Gold View:- Đơn vị quản lý vận hành chuyên nghiệp.- Thẻ an ninh thang máy chỉ tầng tiện ích và tầng căn hộ.- Phí quản lý: 11 ngàn đồng/m.- Phí gửi xe máy/tháng: 110k.- Phí gửi xe ô tô/tháng: 1tr5.- Điện nước theo đơn giá nhà nước.- Ngân hàng TP bank, Vietcombank, Techcombank... Cho vay tới 80% giá trị căn hộ, thời gian tới 30 năm.- Ân hạn gốc 1 năm, lãi suất ưu đãi 7.3%.Thienhomes là công ty bất động sản hàng đầu tại quận 4. Chuyên bán và cho thuê các tòa nhà dọc Bến Vân Đồn: The Goldview,...Liên hệ coi nhà: .Zalo/Viber/Whatsapp: .Email: [email protected]Website: Thienhomes.vn.Địa chỉ: 346 Bến Vân Đồn, Phường 1, Quận 4.Xem thêm",,,False,0,Môi giới,Cường Thienhomes,51.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 20:50:38,29/09/2025 20:50
"Đầu tư ngay căn 1PN + Lumière Boulevard-thanh toán 2tỷ999, nhận nhà ngay - rẻ hơn thị trường 500tr",3000.0,54.0,"Phường Long Bình,Quận 9,TP. Hồ Chí Minh",1467185.0,3 tuần trước,Căn hộ chung cư,,,1.0,1.0,,Đường chính,,,,"Chủ nhà cần bán gấp căn 1pn + (thiết kế 2PN1WC) Lumière Boulevard compound. Cơ hội đầu tư căn 1PN + Lumière Boulevard, rẻ hơn thị trường 500tr. * Liên hệ ngay: Hoang Lee 0343334579Call/Zalo) để xem nhà thực tế & chốt giá tốt nhất. * Thông tin căn hộ: - Diện tích: 54m2. - Thiết kế thông minh: 1PN + có thể làm 2PN1WC. - View nội khu thoáng mát, yên tĩnh. - Nhà mới 100% chưa qua sử dụng. - Giá bán: 2,999 tỷ (bao gồm thuế, phí & 5% sổ hồng). - Rẻ hơn thị trường ~500 triệu cơ hội đầu tư cho thuê cực tốt. - Cam kết: Không có căn rẻ thứ 2 tại Lumière Boulevard! * Tiện ích đẳng cấp chuẩn resort 5 sao: - Hồ bơi phi thuyền & hồ bơi muối khoáng. - Sân tennis, bóng đá, bóng chuyền, cầu lông, pickleball. - BBQ ngoài trời, công viên nội khu, đường dạo bộ. - Khu vui chơi trẻ em trong nhà & ngoài trời. - Phòng gym, yoga, spa hiện đại. - Rạp chiếu phim ngoài trời, sân golf mini. - VinBus nội khu di chuyển tiện lợi. * Tiện ích vượt trội ngay tại đại đô thị Vinhomes Grand Park: - Gần trường liên cấp Vinschool môi trường giáo dục chuẩn quốc tế. - Bệnh viện đa khoa quốc tế Vinmec chăm sóc sức khỏe toàn diện. - Trung tâm thương mại Vincom Mega Mall mua sắm, giải trí, ẩm thực. - Khu compound khép kín an ninh 24/7, ra vào bằng vân tay & nhận diện khuôn mặt. * Vì sao nên chọn căn 1PN + Lumière Boulevard? - Giá rẻ nhất phân khu cơ hội sinh lời cao khi cho thuê hoặc đầu tư lướt sóng. - Thiết kế thông minh, có thể làm thêm phòng ngủ tối ưu công năng sử dụng. - Vị trí đẹp trong khu compound, yên tĩnh phù hợp cả để ở & đầu tư. - Thanh khoản tốt, tiềm năng tăng giá mạnh nhờ hạ tầng Đông Sài Gòn (Vành Đai 3, Metroline, sân bay Long Thành). * Liên hệ ngay: Hoang Lee 0343334579Call/Zalo) để xem nhà thực tế & chốt giá tốt nhất.",,,False,1,Môi giới,Hoang Lee,1.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:01:22,09/09/2025 21:01
"Bán chcc xi grand court quận 10 71m2 2pn 2wc giá 5tỷ3, nhà đẹp, 0934 144 *** hương",5300.0,71.0,"Phường 14,Quận 10,TP. Hồ Chí Minh",1422233.0,1 tháng trước,Căn hộ chung cư,,,2.0,2.0,,Đường chính,,,,"Cập nhật rổ hàng bán căn hộ chung cư Xi Grand Court, đường Lý Thường Kiệt, Phường 14, Quận 10.- DT 71m², 2PN, 2WC: Giá bán 5tỷ3.- Pháp lý: Hợp đồng mua bán, hỗ trợ vay ngân hàng.- Căn hộ thiết kế có ban công, view thoáng rộng, tầm nhìn view xa.- Không gian bếp riêng biệt, lô gia phơi đồ riêng.- Tiện ích: Hồ bơi, phòng gym, siêu thị, khu BBQ, khu bảo vệ 24/24, có hầm xe để ô tô rộng...- Vị trí trung tâm, dễ dàng di chuyển.- Ngân hàng hỗ trợ vay.- Xem nhà liên hệ:  Hương.Xem thêm",,,False,0,Môi giới,Hương,75.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:07:52,31/08/2025 21:07
"Bán đất dự án Phú Nhuận 10 Mẫu, Bình Trưng Đông, Quận 2 Lô J2 Đường 18M cách Nguyễn Duy Trinh 100m",22000.0,165.0,"Thành phố Thủ Đức,TP. Hồ Chí Minh",1485643.0,2 tuần trước,Đất,10.0,16.5,,,,Đường chính,,18.0,,"Chủ gửi Bán đất dự án Phú Nhuận 10 Mẫu - phường Bình Trưng Đông Quận 2👉 Lô J2 - Trục đường Chính - Đường 18M cách Nguyễn Duy Trinh 100mDiện tích đất = 165 m2 (10m x 16.5m) Hướng ĐB_ Sổ đỏ Cá Nhân, đang cho thuê_Giá bán 22 tỷ /tổng ✨ thương lượng chính chủ_ Mật độ xây dựng nhà cao 5 tầng_ Vị trí đất mặt tiền kinh doanh, gần Trường Học Nguyễn Văn Trỗi, nhà thờ Tân Lập, cách đường Đỗ Xuân Hợp 100 mét kết nối vào đường Cao tốc, đi hầm thủ thiêm, ngã 4 Bình Thái v.v…☎ Chi tiết LH Thảo 09030341 ***Hiện số",,,False,0,Môi giới,,6323.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:52:52,16/09/2025 19:52
Grand marina saigon em chuyên săn những căn bán cắt lỗ (56m220tỷ) (87m230tỷ) (150m265tỷ),20000.0,56.0,"Phường Bến Nghé,Quận 1,TP. Hồ Chí Minh",1408366.0,1 tháng trước,Căn hộ chung cư,,,1.0,,,,,,,"- Em chuyên mua bán căn hộ Grand Marina Saigon, Trung tâm Quận 1. Giỏ hàng bên em với hơn 60 căn mua bán. Đầy đủ view tầng hướng, nhà có nội thất cơ bản, nhà trống, full nội thất theo nhu cầu và sở thích của quý anh chị khách hàng.- Liên hệ 24/7:  Ms. Ruby.- Văn phòng em ngay tại dự án và có sẵn nhiều chìa khóa nên có thể hỗ trợ quý anh chị xem nhà ngay.Giỏ hàng mua bán giá tốt nhất.- Toà SEA - Quản lý vận hành bởi JW Marriot.1 phòng ngủ.+ View Thảo Cầm Viên: 20.660 tỷ *Bán lỗ*.+ View sông: 27 tỷ.2 phòng ngủ.+ View Thảo Cầm Viên: 33 tỷ.+ View công viên lá sen: 40.9 tỷ.+ View sông: 40.9 tỷ.2 phòng ngủ góc.+ View Sông: 42.5 tỷ.3 phòng ngủ góc Toà LAKE.+ View sông: 68 Tỷ.* Giá 102% có VAT. Đã bao gồm 2%PBT. 5% tiền sổ hồng và toàn bộ thuế phí sang tên không phát sinh.----------------------------------------* Giá bên em còn có thể thương lượng trực tiếp với chủ nhà.- Tất cả các căn đều được miễn phí quản lý 3 năm.-----------------------------------------Thông tin chi tiết quý anh chị liên hệ em 24/7 ạ.Liên hệ em Ms. Ruby xem nhà ngay: .Xem thêm",,,False,1,Môi giới,Duong Thi Chung,10.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:10:31,31/08/2025 21:10
"Bán đất đường trịnh thị miếng, xã thới tam thôn, hóc môn, tp hcm",39000.0,1771.0,"Đường Trịnh Thị Miếng (Đường Trung Chánh-Tân Hiệp),Xã Thới Tam Thôn,Huyện Hóc Môn,TP. Hồ Chí Minh",1473829.0,3 tuần trước,Đất,27.0,,,,,Đường chính,,,,"Đất diện tích lớn 1/ đã chuyển thổ cư 80% thuộc khu dân cư hiện hữu.- Vị trí: Nằm ngay chợ Bắp ngã 3 Bầu ra đường Tô Ký chỉ 300m, giáp ranh Q12.Bề ngang mặt tiền 27 m chiều sâu 43m, phần đuôi nở hậu theo chữ L. Tổng diện tích đất là 1.771m², đã chuyển thổ cư 2 lần, lần 1 là 772,2m², lần 2 là 500m² tổng đã chuyển thổ cư là 1.272m², đất đẹp lại nằm trong khu dân cư hiện hữu là cơ hội cho các nhà đầu tư phân lô tách thửa làm dự án, biệt thự...- Pháp lý: Đã tách ra thành 2 sổ hồng Riêng, xây dựng tự do.Giá: 25 triệu /1m².Liên hệ:  Anh Tứ.Xem thêm",,,False,0,Môi giới,Nguyễn Đình Tứ,1.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:01:13,09/09/2025 20:01
Bán đất 90m² ngang 5.5m giá 1.53 tỷ tại Xã Phước Vĩnh An Huyện Củ Chi,1530.0,90.0,"Đường Số 409,Xã Củ Chi,TP. Hồ Chí Minh(Mới)",1179150.0,1 ngày trước,Đất,5.5,16.3,,,,Đường chính,,7.0,Đường nhựa,"Đường nhựa 8m , dân cư hiện hữu",10.9694866,106.5209481,False,0,Chính chủ,HOÀNG SỸ NAM,1.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:14:34,29/09/2025 19:14
"Bán đất trống 8x20met đường gò dầu, phường tân quý, quận tân phú. giá 14 tỷ (85 triệu/m2)",14000.0,170.0,"Đường Gò Dầu,Phường Tân Quý,Quận Tân Phú,TP. Hồ Chí Minh",1304434.0,2 tháng trước,Đất,8.1,20.0,,,,Trong hẻm,,6.0,,"Cần Bán Đất Trống - Hẻm xe hơi - Đường GÒ DẦU, Phường Tân Quý, Quận Tân Phú.- DT: 8,1 x 20met- Đất trống, cấp 4- Tiện xây mới, tặng GPXD : Hầm - 6 Tấm.- Hẻm 6met đủ lộ giới, cách mặt tiền chỉ 20met.- Sổ hồng riêng, chính chủ- Giá: 14 tỷ bớt lộc- Liên hệ:  gặp Thành DanhXem thêm",,,False,0,Môi giới,Lê Thành Danh,15.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:35:47,01/08/2025 20:35
Bán nhà xưởng 1/ Dương Công Khi,13000.0,350.0,"Đường Dương Công Khi (Đường Liên Xã Tân Hiệp -Tân Thới Nhì-Xuân Thới Thượng-Vĩnh Lộc),Xã Xuân Thới Thượng,Huyện Hóc Môn,TP. Hồ Chí Minh",1240571.0,4 tháng trước,"Kho, nhà xưởng",10.0,38.0,,,,Đường chính,Đông Bắc,10.0,Đường nhựa,"Cần bán nhà xưởng 1/ đường Dương Công Khi, xã Xuân Thới Thượng, Hóc Môn, TP HCMKích thước 10×38mSổ Công nhận 350m2 full thổ cư có hoàn côngQuy hoạch dân cư hiện hữu, đất ở đô thịGiá bán 13ty thương lượng",,,False,0,Môi giới,Phan Ngọc Bình,1.0,tp-ho-chi-minh,kho-nha-xuong,2025-09-30 21:35:11,02/06/2025 21:35
Bán nhà 405m² 18 tỷ tại Xã Long Hòa Huyện Cần Giờ,18000.0,405.0,"Xã Cần Giờ,TP. Hồ Chí Minh(Mới)",1236572.0,12 giờ trước,Nhà riêng,15.0,27.0,,,,,,,,"Bán nhà 405m² 18 tỷ tại Xã Long Hòa Huyện Cần Giờ, NGANG 15X27 DT 405 M2 ĐẤT, DTSD 236 M2. LH 0938 699336",10.40349,106.9166,False,1,Chính chủ,Khuất Tiến Chung,356.0,tp-ho-chi-minh,nha-mat-pho-mat-tien,2025-09-30 18:37:30,30/09/2025 06:37
"Rổ hàng rainbow vinhoems grand park t7/2025 stu 1,54 tỷ 1pn + 2pn 2pn + 3pn 3.6 tỷ",235000.0,60.0,"Đường Nguyễn Xiển,Phường Long Bình,Quận 9,TP. Hồ Chí Minh",1339498.0,2 tháng trước,Căn hộ chung cư,,,1.0,1.0,,,,,,"The Rainbow - phân khu sẵn sổ - giá tốt ở đại đô thị Vinhomes Grand Park.* Giỏ hàng căn hộ The Rainbow cập nhật tháng 07/2025.- Studio: 30m², 35 m² giá từ 1.54 - 1.63 tỷ đồng.- 1PN +: 45m², 52 m² giá từ 2.01 - 2.22 tỷ đồng.- 2PN 1WC: 60 m² giá từ 2.35 - 2.62 tỷ đồng.- 2PN: 68 m² giá từ 2.62 - 2.8 tỷ đồng.- 2PN + 1: 70 m² giá từ 2.75 - 3.17 tỷ đồng.- 3PN: 82m², 83 m² giá từ 3.35 - 3.6 tỷ đồng.Liên hệ em Vũ Đoàn  để tham quan dự án, nhà mẫu và trải nghiệm đại đô thị!* Chính sách bán hàng Rainbow:- Chiết khấu 10.4% cho thanh toán nhanh.- Hỗ trợ vay miễn gốc + miễn lãi 18 tháng.Liên hệ em Vũ Đoàn  để tham quan dự án, nhà mẫu và trải nghiệm đại đô thị!+ Top 5 điểm nổi bật Rainbow:1/ CĐT Vingroup - pháp lý chuẩn chỉnh - Sẵn sổ.2/ Cửa ngõ phía Đông gắn liền với các dự án trọng điểm Quốc gia: Vành Đai 3, sân bay Long Thành, nút giao An Phú, liền kề khu công nghệ cao 1,2, làng đại học Quốc gia, quy hoạch TP. Thủ Đức...3/ Nằm trong khu đô thị đáng sống bậc nhất - một bước chân chạm ngàn tiện ích: Vinmec, Vinschool, công viên 36ha, phố ẩm thực...4/ Vị trí đối diện Vincom - tiềm năng sinh lời trong tương lai.5/ Nhận nhà ở ngay.Liên hệ em Vũ Đoàn  để tham quan dự án, nhà mẫu và trải nghiệm đại đô thị.Xem thêm",,,False,0,Môi giới,Vũ Đoàn,1.0,tp-ho-chi-minh,can-ho-chung-cu,2025-09-30 21:22:04,01/08/2025 21:22
Bán đất 182.9m² ngang 5m Xã Xuyên Mộc,1100.0,182.9,"Xã Xuyên Mộc,TP. Hồ Chí Minh(Mới)",1368151.0,1 tuần trước,Đất,5.0,,,,,,,,,,10.55088938981,107.45215505362,False,1,Môi giới,Xuân Hạnh Land,158.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:48:41,23/09/2025 19:48
"TÂN BÌNH - Nguyễn Hồng Đào, GẢM GẤP 300TR nhà 60m2, 4 lầu đúc - chỉ 6 tỷ.",6000.0,60.0,"Phường 14,Quận Tân Bình,TP. Hồ Chí Minh",1322795.0,4 ngày trước,Nhà riêng,4.0,,4.0,,4.0,Trong hẻm,,,Đường bê tông,"Nhanh mới kịp A/C ơi!+ Vị trí cực đẹp, hẻm thông, hè thoáng, sát mặt tiền. Gần bệnh viện Thống Nhất, chợ Bà Hoa.+ Thông số: 60m2, 4 tầng, 4 phòng ngủ rộng, kết cấu bê tông cốt thép, có ban công các tầng. Nhà bán giữ nguyên hiện trạng chưa sơn sửa, A/C có thể thoải mái xem kết cấu, hoa mòn, thấm nước để đánh giá chất lượng căn nhà.+ Pháp lý chuẩn, đầy đủ giấy tờ.+ Giá chào đã giảm mạnh chỉ còn: 6 tỷ.+ Liên hệ Đạt Homes - 0947 754 123.Cám ơn A/C đã xem tin. Nếu thấy nhà phù hợp hoặc có nhu cầu mua nhà các quận Tân Bình, Phú Nhuận, Quận 3. Hãy cầm điện thoại lên gọi Đạt, chỉ 3 ngày, em Đạt sẽ giải quyết bài toán mua nhà cho A/C.",,,False,1,Môi giới,Đạt Connect,89.0,tp-ho-chi-minh,nha-mat-pho-mat-tien,2025-09-30 18:40:22,26/09/2025 18:40
"Đất Phú Cường (phường Thủ Dầu Một-TP.HCM) sót lô đường oto thông gần Phố Bạch Đằng,vị trí đẹp hiếm giá êm",2300.0,76.6,"Đường Nguyễn Văn Tiết,Phường Thủ Dầu Một,TP. Hồ Chí Minh(Mới)",1521839.0,3 giờ trước,Đất,4.0,20.0,,,,Đường chính,Bắc,,,"🔥🔥🌹Đất Phú Cường (phường Thủ Dầu Một-TP.HCM) sót lô đường oto thông gần Phố Bạch Đằng,vị trí đẹp hiếm giá êm (💰2,3tỷ)🔸Dt 4*20=76,6m (tc 74m2) Hướng Bắc☎️Ninh 0985423686 dẫn xem chốt sớm",10.9859917,106.6492153,False,1,Môi giới,Nguyễn Ninh Chuyên Nhà Đất TP.Thủ Dầu Một-TP.HCM,322.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:20:57,30/09/2025 16:20
(26) ngay trong chợ khu vực đông đúc toạ lạc ở xã phước thạnh củ chi chỉ 500 triệu,500.0,84.0,"Đường 641,Xã Phước Thạnh,Huyện Củ Chi,TP. Hồ Chí Minh",1412315.0,1 tháng trước,Đất,5.0,21.0,,,,Đường chính,,,Đường nhựa,"Vị trí: Ngay đường số 641 xã Phước Thạnh Củ ChiDiện tích: 84m(5x21)m mt đường nhựa 6mPháp lý: Sổ hồng riêng, sang tên ngayĐường: Xe hơi ra vào thoải máiTiện ích: Gần chợ, trường học, khu dân cư hiện hữu  tiềm năng tăng giá nhanhGiá tốt  500 triệu phù hợp mua ở hoặc đầu tư sinh lờiLiên hệ: Trần Kim VânNhanh tay kẻo lỡ, đất đẹp không chờ lâu!Xem thêm",,,False,1,Môi giới,Trần kim vân,14.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 20:10:50,31/08/2025 20:10
"Đất hẻm Hương Lộ 3 tại Bình Hưng Hòa, DT 76 m2, giá 6,5 tỷ có thể thương lượng",6500.0,76.0,"Đường Hương Lộ 3,Phường Sơn Kỳ,Quận Tân Phú,TP. Hồ Chí Minh",1464592.0,2 tuần trước,Đất,4.0,19.0,,,,Trong hẻm,,,,"Đừng bỏ lỡ cơ hội vàng để sở hữu mảnh đất đầy tiềm năng tại hẻm 557/ Hương lộ 3, P. Bình Hưng Hoà, TP.HCM. Với diện tích rộng rãi 4x19m, đây là lựa chọn lý tưởng để xây dựng ngôi nhà mơ ước hoặc đầu tư sinh lời. Vị trí vô cùng đắc địa khi nằm gần kênh Tham Lương và chỉ cách Aeon Tân Phú vài phút di chuyển, bạn sẽ dễ dàng tiếp cận các tiện ích mua sắm, giải trí hàng đầu.Khu vực này có cơ sở hạ tầng phát triển, giao thông thuận tiện và môi trường sống trong lành. Mức giá chào bán 6.5 tỷ đồng là một khoản đầu tư xứng đáng, và bạn hoàn toàn có thể thương lượng để đạt được mức giá tốt nhất.",,,False,0,Môi giới,Phan Thị Minh Thiện,19.0,tp-ho-chi-minh,dat-tho-cu,2025-09-30 19:33:22,16/09/2025 19:33
